,Unnamed: 0,id,description,year,dateBegan,daterestoration,respondent,geographicAreas,NERCRegion,tags,beginTime,restorationTime,numCustomersAffected,demandLoss
1462,1462,1462,Severe Weather,2004,8/30/2004,8/31/2004,Dominion - Virginia Power/North Carolina Power,North Carolina,SERC,"severe weather, hurricane/tropical storm",18:58:00,15:35:00,99816.0,150.0
1463,1463,1463,Severe Weather,2004,8/29/2004,8/29/2004,South Carolina Electric and Gas Company,North Carolina,SERC,"severe weather, hurricane/tropical storm",,18:00:00,125000.0,450.0
1464,1464,1464,Lightning,2004,8/20/2004,8/20/2004,National Grid USA,Massachusetts,NPCC,"severe weather, thunderstorm, transmission interruption",15:31:00,21:45:00,380000.0,22700.0
1465,1465,1465,Hurricane Charley,2004,8/14/2004,8/14/2004,Progress Energy - Carolinas,North Carolina,SERC,"severe weather, hurricane/tropical storm",13:00:00,23:00:00,94000.0,500.0
1466,1466,1466,Hurricane Charley,2004,8/13/2004,8/13/2004,Tampa Electric Company,Florida,FRCC,"severe weather, hurricane/tropical storm",16:43:00,20:24:00,78000.0,250.0
1467,1467,1467,Hurricane Charley,2004,8/13/2004,8/14/2004,"Utilities Commission, City of New Smyrna Beach",Florida,FRCC,"severe weather, hurricane/tropical storm",22:04:00,16:23:00,23000.0,65.0
1468,1468,1468,Hurricane Charley,2004,8/13/2004,8/23/2004,Progress Energy Florida,Florida,FRCC,"severe weather, hurricane/tropical storm",08:00:00,00:00:00,502000.0,1300.0
1469,1469,1469,Hurricane Charley,2004,8/13/2004,8/13/2004,Seminole Electric Cooperative,Florida,FRCC,"severe weather, hurricane/tropical storm",13:30:00,,200000.0,700.0
1470,1470,1470,Hurricane Charley,2004,8/13/2004,8/13/2004,Florida Power & Light,Florida,FRCC,"severe weather, hurricane/tropical storm",15:00:00,23:00:00,1200000.0,1400.0
1471,1471,1471,Unit Tripped,2004,8/9/2004,8/9/2004,Puerto Rico Electric Power Authority,Puerto Rico,PR,generator trip,08:23:00,11:10:00,259478.0,451.7
1472,1472,1472,Fault On Line,2004,8/4/2004,8/4/2004,Southern California Edison,California,WECC,equipment failure,12:46:00,13:50:00,182000.0,480.0
1473,1473,1473,Severe Weather,2004,8/3/2004,8/4/2004,Commonwealth Edison,Illinois,MAIN,"severe weather, storm",21:00:00,07:00:00,127000.0,127.0
1474,1474,1474,Public Appeal,2004,8/2/2004,8/2/2004,Entergy Transmission,Texas,SPP,"generator trip, public appeal, load shedding",10:00:00,20:00:00,,
1475,1475,1475,Severe Weather,2004,7/25/2004,7/25/2004,Southern Company,Mississippi,SERC,"severe weather, storm",22:00:00,23:00:00,61004.0,61.0
1476,1476,1476,Public Appeal,2004,7/24/2004,7/25/2004,Entergy Transmission,Louisiana,SPP,public appeal,15:45:00,21:00:00,,
1477,1477,1477,Severe Weather,2004,7/21/2004,7/22/2004,Commonwealth Edison,Illinois,MAIN,"severe weather, thunderstorm",17:30:00,19:00:00,200000.0,200.0
1478,1478,1478,Wild Fire,2004,7/20/2004,7/20/2004,Puerto Rico Electric Power Authority,Unknown,PR,wild fire,15:44:00,17:51:00,61624.0,200.0
1479,1479,1479,Wild Fire,2004,7/20/2004,7/21/2004,Southern California Edison,California,WECC,"wild fire, load shedding",14:26:00,02:00:00,,214.0
1480,1480,1480,Severe Weather,2004,7/13/2004,7/17/2004,Cinergy Services,Indiana,ECAR,"severe weather, thunderstorm",16:30:00,08:00:00,135000.0,600.0
1481,1481,1481,Unit Tripped,2004,7/13/2004,7/13/2004,City of Tallahassee,Florida,FRCC,generator trip,13:34:00,17:15:00,42124.0,283.0
1482,1482,1482,Severe Weather,2004,7/7/2004,7/7/2004,Dominion - Virginia Power/North Carolina Power,Virginia,SERC,"severe weather, thunderstorm",13:30:00,23:54:00,88110.0,120.0
1483,1483,1483,Fire,2004,7/6/2004,8/9/2004,Salt River Project,Arizona,WECC,"wild fire, public appeal",06:00:00,12:00:00,,
1484,1484,1484,Fire,2004,7/6/2004,8/9/2004,Arizona Public Service,Arizona,WECC,"wild fire, public appeal",06:00:00,12:00:00,,
1485,1485,1485,Thunderstorm,2004,6/23/2004,6/23/2004,Southern Company,Alabama,SERC,"severe weather, thunderstorm",19:00:00,20:00:00,50595.0,50.0
1486,1486,1486,Firm Load,2004,6/23/2004,6/23/2004,Idaho Power Company,Idaho,WECC,load shedding,17:35:00,19:10:00,35000.0,157.0
1487,1487,1487,Fault On Line,2004,6/14/2004,6/14/2004,Arizona Public Service,Arizona,WECC,equipment failure,07:41:00,14:39:00,30000.0,200.0
1488,1488,1488,Tornado,2004,6/12/2004,6/12/2004,Lincoln Electric System,Nebraska,MAPP,"severe weather, tornado",17:37:00,17:41:00,120212.0,428.0
1489,1489,1489,Severe Weather,2004,6/2/2004,6/6/2004,American Electric Power,Oklahoma,ECAR,"severe weather, thunderstorm",02:35:00,18:00:00,56874.0,280.0
1490,1490,1490,Severe Weather,2004,6/2/2004,6/7/2004,American Electric Power,Louisiana,ECAR,"severe weather, thunderstorm",01:46:00,16:00:00,59057.0,350.0
1491,1491,1491,Severe Weather,2004,6/1/2004,6/2/2004,TXU Electric Delivery,Texas,ERCOT,"severe weather, wind",17:00:00,01:00:00,500000.0,1900.0
1492,1492,1492,Public Appeal,2004,5/28/2004,5/31/2004,Seminole Electric Cooperative,Florida,FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1493,1493,1493,Public Appeal,2004,5/28/2004,5/31/2004,City of Tallahassee,Florida,FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1494,1494,1494,Public Appeal,2004,5/28/2004,5/31/2004,Progress Energy Florida,Florida,FRCC,public appeal,12:00:00,00:00:00,0.0,0.0
1495,1495,1495,Severe Weather,2004,5/21/2004,5/26/2004,American Electric Power,Michigan,ECAR,"severe weather, thunderstorm",11:00:00,21:00:00,122600.0,303.0
1496,1496,1496,Severe Weather,2004,5/21/2004,5/24/2004,Detroit Edison,Michigan,ECAR,"severe weather, thunderstorm",16:00:00,20:00:00,250000.0,630.0
1497,1497,1497,Severe Weather,2004,5/21/2004,5/25/2004,Consumers Energy,Michigan,ECAR,"severe weather, thunderstorm",13:00:00,12:00:00,248209.0,200.0
1498,1498,1498,Severe Weather,2004,5/21/2004,5/25/2004,Allegheny Power,Pennsylvania,MAAC,"severe weather, wind, rain",05:30:00,00:00:00,225353.0,162.0
1499,1499,1499,Severe Weather,2004,5/21/2004,5/24/2004,Ohio Edison,Unknown,ECAR,"severe weather, thunderstorm",02:00:00,00:00:00,281000.0,525.0
1500,1500,1500,Severe Weather,2004,5/21/2004,5/24/2004,Cleveland Electric Illuminating Company,Ohio,ECAR,"severe weather, thunderstorm",02:00:00,00:00:00,127000.0,177.0
1501,1501,1501,Thunderstorm,2004,5/11/2004,5/11/2004,CenterPoint Energy,Texas,ERCOT,"severe weather, thunderstorm",15:30:00,18:00:00,62500.0,85.0
1502,1502,1502,Severe Weather,2004,5/3/2004,5/3/2004,Southern California Edison,California,WECC,"severe weather, heat",14:30:00,19:00:00,940.0,662.0
1503,1503,1503,Severe Weather,2004,4/27/2004,4/30/2004,Snohomish County PUD #1,Washington,WECC,"severe weather, wind",12:35:00,12:00:00,187000.0,300.0
1504,1504,1504,Severe Weather,2004,4/12/2004,4/12/2004,Florida Power & Light,Florida,FRCC,"severe weather, wind",05:30:00,10:15:00,179000.0,250.0
1505,1505,1505,Thunderstorm,2004,4/10/2004,4/11/2004,CenterPoint Energy,Texas,ERCOT,"severe weather, thunderstorm",20:00:00,16:00:00,85000.0,100.0
1506,1506,1506,Fault On Line,2004,3/17/2004,3/17/2004,El Paso Electric Company,Texas,WECC,equipment failure,13:27:00,14:06:00,100000.0,300.0
1507,1507,1507,Inadequate Resources,2004,3/8/2004,3/8/2004,Southern California Edison,California,WECC,fuel supply emergency,18:22:00,18:55:00,70000.0,300.0
1508,1508,1508,Severe Weather,2004,3/7/2004,3/9/2004,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,"severe weather, storm",18:30:00,08:00:00,206000.0,1000.0
1509,1509,1509,Severe Weather,2004,3/4/2004,3/16/2004,Electric Reliability Council of Texas,Texas,ERCOT,"severe weather, wind",05:00:00,14:45:00,63000.0,300.0
1510,1510,1510,Severe Weather,2004,2/26/2004,2/26/2004,Southern Company,Georgia,SERC,"severe weather, storm",00:00:00,01:30:00,47165.0,10.0
1511,1511,1511,Severe Weather,2004,2/25/2004,2/26/2004,Pacific Gas and Electric  Company,California,WECC,"severe weather, winter storm",00:01:00,10:00:00,505000.0,240.0
1512,1512,1512,Lightning,2004,2/17/2004,2/17/2004,Crockett Cogeneration,California,WECC,"severe weather, thunderstorm",14:25:00,23:57:00,,220.0
1513,1513,1513,Public Appeal,2004,2/14/2004,2/16/2004,National Grid (Niagara Mohawk),New York,NPCC,public appeal,20:00:00,,18600.0,30.0
1514,1514,1514,Severe Weather,2004,2/5/2004,2/9/2004,Allegheny Power,Pennsylvania,MAAC,"severe weather, winter storm",20:00:00,20:00:00,87456.0,60.0
1515,1515,1515,Severe Weather,2004,1/28/2004,1/29/2004,Baltimore Gas & Electric Company,Maryland,MAAC,"severe weather, winter storm",13:09:00,05:00:00,70000.0,300.0
1516,1516,1516,Severe Weather,2004,1/26/2004,1/27/2004,Southern Company,Georgia,SERC,"severe weather, winter storm",14:00:00,20:00:00,30689.0,150.0
1517,1517,1517,Severe Weather,2004,1/26/2004,1/28/2004,South Carolina Electric and Gas,North Carolina,SERC,"severe weather, winter storm",10:00:00,08:00:00,150000.0,700.0
1518,1518,1518,Severe Weather,2004,1/26/2004,1/29/2004,Progress Energy - Carolinas (Carolina Power and Light),North Carolina,SERC,"severe weather, winter storm",16:00:00,06:30:00,9905.0,475.0
1519,1519,1519,Public Appeal,2004,1/14/2004,1/17/2004,National Grid (New York),New York,NPCC,public appeal,06:00:00,,18600.0,100.0
1520,1520,1520,Public Appeal,2004,1/8/2004,1/10/2004,National Grid (New York),New York,NPCC,public appeal,15:00:00,19:00:00,18600.0,100.0
1521,1521,1521,Severe Weather,2004,1/7/2004,1/10/2004,Puget Sound Energy,Washington,WECC,"severe weather, winter storm",00:00:00,17:00:00,145000.0,150.0
1522,1522,1522,Severe Weather,2004,1/1/2004,1/2/2004,Pacific Gas and Electric Company,California,WECC,"severe weather, winter storm",07:30:00,16:00:00,263000.0,170.0
1523,1523,1523,Severe Weather,2003,12/28/2003,1/1/2004,Pacific Gas and Electric,California,WECC,"severe weather, winter storm",21:00:00,11:30:00,241000.0,160.0
1524,1524,1524,Earthquake,2003,12/22/2003,12/22/2003,Pacific Gas and Electric,California,WECC,earthquake,11:15:00,11:16:00,109750.0,220.0
1525,1525,1525,Cable Failure,2003,12/20/2003,12/21/2003,Pacific Gas and Electric,California,WECC,equipment failure,15:51:00,23:45:00,120000.0,150.0
1526,1526,1526,Transmission Equipment,2003,12/5/2003,12/5/2003,Upper Peninsula Power Company,Michigan,MAIN,transmission interruption,07:00:00,20:00:00,2.0,14.0
1527,1527,1527,Transmission Equipment,2003,12/5/2003,12/5/2003,City of Homestead,Florida,FRCC,transmission interruption,04:49:00,06:25:00,16500.0,27.0
1528,1528,1528,Fault On Line,2003,12/4/2003,12/8/2003,Wisconsin Electric Power Company,Michigan,MAIN,equipment failure,22:15:00,08:30:00,36000.0,500.0
1529,1529,1529,Fault On Line,2003,12/4/2003,12/7/2003,"American Transmission Company, LLC",Michigan,MAIN,equipment failure,22:34:00,08:30:00,6.0,650.0
1530,1530,1530,Severe Weather,2003,12/4/2003,12/8/2003,Puget Sound Energy,Washington,WECC,"severe weather, wind",07:00:00,07:00:00,200000.0,175.0
1531,1531,1531,Fire,2003,12/1/2003,12/1/2003,REMVEC,Massachusetts,NPCC,,18:16:00,20:11:00,300000.0,630.0
1532,1532,1532,Severe Weather,2003,11/13/2003,11/14/2003,Potomac Electric Power Company (Pepco),Washington,MAAC,"severe weather, wind",11:00:00,07:30:00,104195.0,400.0
1533,1533,1533,Severe Weather,2003,11/13/2003,11/14/2003,Niagara Mohawk,New York,NPCC,"severe weather, wind",07:30:00,06:30:00,50280.0,180.0
1534,1534,1534,Severe Weather,2003,11/13/2003,11/16/2003,Baltimore Gas and Electric,Maryland,MAAC,"severe weather, wind",06:00:00,16:00:00,110000.0,375.0
1535,1535,1535,Severe Weather,2003,11/13/2003,11/13/2003,Dominion-Virginia Power/ North Carolina Power,Virginia,SERC,"severe weather, wind",13:40:00,15:51:00,67000.0,300.0
1536,1536,1536,Severe Weather,2003,11/12/2003,11/12/2003,Com Ed,Illinois,MAIN,"severe weather, wind",17:00:00,19:00:00,51000.0,371.1
1537,1537,1537,Severe Weather,2003,11/12/2003,11/16/2003,Consumers Energy,Michigan,ECAR,"severe weather, wind",17:00:00,18:00:00,245000.0,
1538,1538,1538,Severe Weather,2003,11/12/2003,11/16/2003,DTE Energy,Michigan,ECAR,"severe weather, wind",18:00:00,17:00:00,160000.0,75.0
1539,1539,1539,Tornado,2003,11/5/2003,11/5/2003,PJM Interconnection,Maryland,MAAC,"severe weather, tornado",15:16:00,15:54:00,1.0,350.0
1540,1540,1540,Fire,2003,10/26/2003,11/18/2003,San Diego Gas and Electric Company,California,WECC,wild fire,01:44:00,10:54:00,108000.0,
1541,1541,1541,Hurricane Isabel,2003,9/18/2003,9/28/2003,Potomac Electric Power Company (Pepco),Maryland,MAAC,"severe weather, hurricane/tropical storm",16:20:00,18:00:00,530000.0,
1542,1542,1542,Hurricane Isabel,2003,9/18/2003,9/21/2003,PPL Electric Utilities,Pennsylvania,MAAC,"severe weather, hurricane/tropical storm",21:00:00,17:00:00,425000.0,1300.0
1543,1543,1543,Hurricane Isabel,2003,9/18/2003,9/19/2003,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,"severe weather, hurricane/tropical storm",15:32:00,17:00:00,50000.0,700.0
1544,1544,1544,Hurricane Isabel,2003,9/18/2003,9/24/2003,Allegheny Power,Pennsylvania,MAAC,"severe weather, hurricane/tropical storm",14:00:00,00:00:00,237366.0,3085.0
1545,1545,1545,Hurricane Isabel,2003,9/18/2003,9/18/2003,Carolina Power and Light,North Carolina,SERC,"severe weather, hurricane/tropical storm",11:45:00,00:00:00,320000.0,1655.0
1546,1546,1546,Hurricane Isabel,2003,9/18/2003,9/26/2003,Baltimore Gas and Electric,Maryland,MAAC,"severe weather, hurricane/tropical storm",12:00:00,22:50:00,650000.0,2000.0
1547,1547,1547,Hurricane Isabel,2003,9/18/2003,9/29/2003,Dominion-Virginia Power/ North Carolina Power,North Carolina,SERC,"severe weather, hurricane/tropical storm",08:20:00,22:42:00,1800000.0,6512.0
1548,1548,1548,Transmission Equipment,2003,9/7/2003,9/7/2003,"American Transmission Company, LLC",Michigan,MAIN,transmission interruption,05:19:00,18:00:00,4.0,310.0
1549,1549,1549,Severe Weather,2003,8/26/2003,8/31/2003,Potomac Electric Power Company,Washington,MAAC,"severe weather, thunderstorm",16:22:00,18:00:00,153000.0,1500.0
1550,1550,1550,Severe Weather,2003,8/26/2003,8/29/2003,Baltimore Gas and Electric,Maryland,MAAC,"severe weather, thunderstorm",16:00:00,12:00:00,133000.0,625.0
1551,1551,1551,Unknown,2003,8/14/2003,8/15/2003,Consolidated Edison Co of  New York,New York,NPCC,unknown,16:11:00,21:03:00,3125350.0,11202.0
1552,1552,1552,Unknown,2003,8/14/2003,8/16/2003,First Energy Corporation,Ohio,ECAR,unknown,16:10:00,20:27:00,1203000.0,7000.0
1553,1553,1553,Unknown,2003,8/14/2003,8/16/2003,Detroit Edison,Michigan,ECAR,unknown,16:09:00,07:00:00,2100000.0,11000.0
1554,1554,1554,Unknown,2003,8/14/2003,8/15/2003,"PJM Interconnection, LLC",Pennsylvania,MAAC,unknown,16:10:00,06:00:00,,4500.0
1555,1555,1555,Unknown,2003,8/14/2003,8/17/2003,Midwest Independent System Operator,Michigan,ECAR,unknown,15:00:00,17:00:00,,18500.0
1556,1556,1556,Unknown,2003,8/14/2003,8/16/2003,ISO New England,Connecticut,NPCC,unknown,16:10:00,03:45:00,,2500.0
1557,1557,1557,Unknown,2003,8/14/2003,8/18/2003,New York Independent System Operator,New York,NPCC,unknown,16:10:00,00:03:00,,22934.0
1558,1558,1558,Unknown,2003,8/14/2003,8/14/2003,Niagara Mohawk,Canada,NPCC,unknown,16:10:00,23:48:00,840137.0,
1559,1559,1559,Unknown,2003,8/14/2003,8/16/2003,Consumers Power,Michigan,ECAR,unknown,16:09:00,13:03:00,101000.0,1007.0
1560,1560,1560,Breaker Failure,2003,7/28/2003,7/28/2003,Arizona Public Service,Arizona,WECC,equipment failure,18:55:00,20:35:00,90000.0,440.0
1561,1561,1561,Severe Weather,2003,7/21/2003,7/24/2003,PPL Electric Utilities,Pennsylvania,MAAC,"severe weather, storm",17:15:00,05:33:00,185000.0,1000.0
1562,1562,1562,Hurricane Claudette,2003,7/15/2003,7/21/2003,American Electric Power-Texas Central Company,Texas,ERCOT,"severe weather, hurricane/tropical storm",08:24:00,10:30:00,108000.0,300.0
1563,1563,1563,Severe Weather,2003,7/9/2003,7/9/2003,Dominion Virginia/North Carolina Power,Virginia,SERC,"severe weather, thunderstorm",17:14:00,19:09:00,80000.0,120.0
1564,1564,1564,Severe Weather,2003,7/8/2003,7/11/2003,American Electric Power,Ohio,ECAR,"severe weather, thunderstorm",04:00:00,16:00:00,134500.0,11000.0
1565,1565,1565,Severe Weather,2003,7/7/2003,7/7/2003,Com Ed,Illinois,MAIN,"severe weather, thunderstorm",09:00:00,15:00:00,72000.0,
1566,1566,1566,Severe Weather,2003,7/5/2003,7/5/2003,Com Ed,Illinois,MAIN,"severe weather, storm",03:00:00,07:00:00,130000.0,80.0
1567,1567,1567,Severe Weather,2003,7/4/2003,7/6/2003,Cinergy,Indiana,ECAR,"severe weather, storm",23:41:00,21:00:00,55142.0,200.0
1568,1568,1568,Severe Weather,2003,7/4/2003,7/6/2003,Consumers Energy,Michigan,ECAR,"severe weather, thunderstorm",09:00:00,16:00:00,131000.0,
1569,1569,1569,Severe Weather,2003,7/4/2003,7/4/2003,We Energies,Wisconsin,MAIN,"severe weather, thunderstorm",06:00:00,10:00:00,52000.0,150.0
1570,1570,1570,Unit Tripped,2003,7/2/2003,7/2/2003,Pacific Gas and Electric Company,California,WECC,generator trip,13:54:00,15:59:00,1.0,200.0
1571,1571,1571,Breaker Failure,2003,7/1/2003,7/1/2003,Arizona Public Service Company,Arizona,WECC,equipment failure,15:15:00,15:50:00,47000.0,1000.0
1572,1572,1572,Severe Weather,2003,6/30/2003,6/30/2003,Entergy Corporation,Louisiana,SPP,"severe weather, hurricane/tropical storm",13:00:00,00:00:00,179299.0,
1573,1573,1573,Public Appeal,2003,6/15/2003,6/16/2003,Idaho Power Company Control Area,Idaho,WECC,public appeal,15:12:00,17:00:00,0.0,0.0
1574,1574,1574,Interruption of Firm Power,2003,5/15/2003,5/15/2003,Center Point Energy,Texas,ERCOT,load shedding,02:52:00,03:29:00,192000.0,476.0
1575,1575,1575,Flood,2003,5/15/2003,6/16/2003,We Energies,Michigan,MAIN,"severe weather, flooding",14:00:00,14:00:00,2.0,240.0
1576,1576,1576,Severe Weather,2003,5/2/2003,5/3/2003,Southern Company,Alabama,SERC,"severe weather, thunderstorm",20:00:00,08:00:00,115739.0,130.0
1577,1577,1577,Severe Weather,2003,5/2/2003,5/4/2003,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,"severe weather, thunderstorm",17:00:00,12:00:00,139000.0,1500.0
1578,1578,1578,Vandalism,2003,4/28/2003,4/29/2003,American Transmission Company,Wisconsin,MAIN,vandalism,15:41:00,12:00:00,0.0,0.0
1579,1579,1579,Relaying Malfunction,2003,4/15/2003,4/15/2003,Bryan Texas Utilities,Texas,ERCOT,equipment failure,11:00:00,14:06:00,68530.0,212.0
1580,1580,1580,Severe Weather,2003,4/4/2003,4/5/2003,Niagara Mohawk Power Corporation,New York,NPCC,"severe weather, storm",03:11:00,14:00:00,160000.0,250.0
1581,1581,1581,Severe Weather,2003,4/3/2003,4/6/2003,Consumers Energy,Michigan,ECAR,"severe weather, winter storm",19:00:00,17:00:00,425000.0,300.0
1582,1582,1582,Severe Weather,2003,2/27/2003,3/1/2003,Duke Energy Corporation,North Carolina,SERC,"severe weather, winter storm",11:32:00,08:00:00,,1000.0
1583,1583,1583,Cyber Attack,2003,1/25/2003,1/26/2003,Cinergy Corporation,Ohio,ECAR,"vandalism, cyber",14:00:00,02:00:00,,
1584,1584,1584,Severe Weather,2002,12/25/2002,12/27/2002,Metropolitan Edison Co./First Energy,Pennsylvania,MAAC,"severe weather, winter storm",10:00:00,08:30:00,95630.0,
1585,1585,1585,Severe Weather,2002,12/25/2002,12/26/2002,PPL Corporation,Pennsylvania,MAAC,"severe weather, winter storm",17:00:00,05:00:00,106000.0,250.0
1586,1586,1586,Severe Weather,2002,12/19/2002,12/21/2002,Pacific Gas & Electric,California,WECC,"severe weather, winter storm",06:00:00,05:00:00,385000.0,56.0
1587,1587,1587,Severe Weather,2002,12/14/2002,12/19/2002,Pacific Gas & Electric,California,WECC,"severe weather, winter storm",11:00:00,04:00:00,1500000.0,180.0
1588,1588,1588,Severe Weather,2002,12/11/2002,12/13/2002,Dominion-Virginia Power/North Carolina Power,Virginia,SERC,"severe weather, winter storm",13:09:00,10:00:00,130000.0,63.0
1589,1589,1589,Severe Weather,2002,12/3/2002,12/9/2002,Entergy Corporation,Arkansas,SPP,"severe weather, winter storm",18:30:00,10:30:00,43000.0,
1590,1590,1590,Cable Tripped,2002,11/17/2002,Unknown,Long Island Power Authority,Connecticut,NPPC,equipment failure,15:48:00,,0.0,0.0
1591,1591,1591,Severe Weather,2002,11/17/2002,11/21/2002,Northeast Utilities,Connecticut,NPCC,"severe weather, winter storm",06:00:00,08:00:00,224912.0,
1592,1592,1592,Severe Weather,2002,11/6/2002,11/10/2002,Pacific Gas & Electric Co.,California,WECC,"severe weather, winter storm",22:00:00,12:00:00,939000.0,270.0
